obf,count,score,alpha,beta
------------------XOO-----XOXX---XXOXX-----OO------------------- X;,0,-12,0,64
----------X-------OOO-----XOXXX---XXOX-----O-------------------- X;,1,-14,0,64
-----------X--------X-----XOXX---XOOXX---O-OO------------------- X;,0,-14,0,64
-----------X-------OX----XXOXX----XOOX------OO------------------ X;,2,-16,0,64
------------X-------X-----XOXX---XOOXX---O-OO------------------- X;,0,-16,0,64
-------------X----OOX-----XOOXX---XXOX-----O-------------------- X;,0,-16,0,64
-------------X-----OX-----XOXX---XXOXX-----OO------------------- X;,0,-18,0,64
------------X------XX----XXOXX----XOOX------OO------------------ X;,0,-24,0,64
------------------XXXX----XOOX----XOOX----OO-------------------- X;,3,-14,0,64
-----------X------XOX-----XOOX----XOOX------OO------------------ X;,0,-14,0,64
------------X-------X-----XOXX---OOOOX----XOO------------------- X;,2,-16,0,64
----------X--------XOX----XOOOO---XXOX-----O-------------------- X;,1,-16,0,64
-----------X--------X-----XOXX---OOOOX----XOO------------------- X;,0,-18,0,64
-------------X-----OX-----XOXX----XOOX----XOO------------------- X;,0,-20,0,64
-----------X-------XXX----XXOX----XOOX----OO-------------------- X;,0,-20,0,64
-------------------XX-X--XXXOX-----OOO----OOO------------------- X;,0,-16,0,64
-------------------XX-X---XXOOO--X-OOO-----XO------------------- X;,0,-16,0,64
----------X-O------XOX----XOOX----XXOX-----O-------------------- X;,0,-16,0,64
----------X--X-----XX-----XXOO----XOOX----OO-------------------- X;,0,-18,0,64
----------X-O------XOO-----XOXX---XOOO-----O-------------------- X;,1,-6,0,64
----------X--------XXXX---OOOO----XOOO-----O-------------------- X;,1,-8,0,64
-------------------XO-X---OOOX----XXOX-----OOO------------------ X;,0,-8,0,64
-------------------XO-X---XOOX---X-OOX-----OOO------------------ X;,0,-10,0,64
-------------X----OXX-----OXX-----OOOX---XO-O------------------- X;,0,-12,0,64
-------------X----OXX-----OOX-----OOOX----XOO------------------- X;,0,-14,0,64
-------------------X--X--XXXXX-----OOOO----OOO------------------ X;,0,-14,0,64
-------------X----OXX----OOOX----XXXXX------O------------------- X;,0,-24,0,64
----------X--------XO-----XXOX----XOOO-----OOO------------------ X;,0,-8,0,64
-------------X-----XX-----XXX-----OOOOO---OOO------------------- X;,0,-10,0,64
----------X--------X------OOXX----XOOO----XOOO------------------ X;,0,-10,0,64
-------------X-----OX-----XOO-----XOOX---XOOO------------------- X;,0,-14,0,64
-------------X-----OX-----XOO----XXOXX----OOO------------------- X;,0,-14,0,64
-------------------XXXX---OOOO----XOOO---X--X------------------- X;,0,-14,0,64
-----------------X--X-X---XOOX----OOOO-----XOO------------------ X;,0,-14,0,64
-----------------X--X-----XOOX-----XXOX----XOOO----------------- X;,1,-16,0,64
-----------------X--XO----XXXOX----XOO-----XOO------------------ X;,0,-24,0,64
----------XO-------OO-----XOXX----XOOO----XO-------------------- X;,1,-8,0,64
-----------------X--XX----XOXO----XOO-----XOO------O------------ X;,0,-8,0,64
------------------XX--X---OXOX-----OOO----XXO--------O---------- X;,0,-10,0,64
-----------------X--XX---XXOXO----XOO-----OOO------------------- X;,0,-12,0,64
-------------X-----OOO----XXO-----XOXX---X--OX------------------ X;,0,-12,0,64
------------------XX--X--XXXOX-----OOO-----OOO------------------ X;,0,-12,0,64
------------------XX--X---XXOX---X-OOO-----OO------O------------ X;,0,-12,0,64
-----------------X--XX----XXXO----XOO----XOOO------------------- X;,0,-16,0,64
------------------XX--X---XXOX----XOOO-----OOO------------------ X;,0,-16,0,64
----------X--------XO------OOX----XXOXX---XOO------------------- X;,0,-18,0,64
-----------------XXX--X---XXOX-----XOO-----OOO------------------ X;,0,-18,0,64
----------X-------OXXX----XOOX----XOOO-----O-------------------- X;,0,-10,0,64
-----------------X-XXO----XXOO----OOOX-----XO------------------- X;,0,-12,0,64
----------XX-------XX-----XXOOO---XOOO-----O-------------------- X;,0,-14,0,64
----------X--X----OXX-----XOOX----XOOO-----O-------------------- X;,0,-16,0,64
-------------X----OOX-----XOXX----XOOX---X--O------------------- X;,0,-18,0,64
-----------------X-XX----OOOOX----OOO-X----XO------------------- X;,0,-18,0,64
-----------------X-XX-X---XXOX----OOOO-----XO------------------- X;,0,-20,0,64
-------------------XX-X--XXXXX-----OOO-----OOO------------------ X;,0,-22,0,64
-----------O-X----OOX-----XOX-----XOOX----X-O------------------- X;,0,-10,0,64
----------X--X----X-X----OOOO-----XOOX----X-O------------------- X;,0,-14,0,64
-------------X----OOX-----XOXX----XOOX----X-O------------------- X;,0,-16,0,64
-------------------X--X---XOOX---X-OO-----XXOO------O----------- X;,0,-16,0,64
-------------X----O-XX----XOX-----XOOX----XOO------------------- X;,0,-18,0,64
-----------------X-X--X---XOOX----OOO-----XXXO------------------ X;,0,-20,0,64
-------------------X--X--XXXXX-----OO-----XXOO-------O---------- X;,0,-32,0,64
-----------------X--X-----XOOX----XOO-X---XOO------O------------ X;,0,-10,0,64
-------------------XX-X---XOXX---X-OOO-----OOO------------------ X;,0,-12,0,64
-------------------X--X---XOOXX--X-OOX-----OO-------O----------- X;,0,-18,0,64
-------------X----OXX-----OOO-X---XOOX---X--X------------------- X;,0,-18,0,64
-----------------X--X-----XXOX----XOO-X--X-OO------O------------ X;,0,-22,0,64
-------------------XXX----OOO-X---OOOX---XO-X------------------- X;,0,-24,0,64
------------X------XX-----OOX-X---OOXX---XO-X------------------- X;,0,-24,0,64
-------------X----X-X----OXXO----XOXXX-----OO------------------- X;,0,-12,0,64
-------------X-----XX----OXXX----XOXXX-----OO------------------- X;,0,-12,0,64
-------------X------XX---OOOOO---XXXXX------O------------------- X;,0,-16,0,64
-------------X--X---X----XOOO----XXOXX-----OO------------------- X;,0,-18,0,64
-----------OX------OO------OOO----XOXXX--X--X------------------- X;,0,-18,0,64
-----------XO------XO------XO-----XOOX---XOX--X----------------- X;,0,-20,0,64
-----------OX------OX------OX-X---XOOX---X--XO------------------ X;,0,-22,0,64
-------------X---X--X----XXOO----XXXOX------OO------------------ X;,0,-24,0,64
-------------X----OXX-----XOOO----XOOX---X--O------------------- X;,0,-14,0,64
-------------X---XXXX------OO-----XOOO---X--O-------O----------- X;,0,-16,0,64
----------O--X----OOX------OO-X---XOOX---X--X------------------- X;,0,-18,0,64
----------X-O------XOO-----XO-----XOOX---X-X--X----------------- X;,0,-18,0,64
------------OX----OXO------OO-----XXXXX--X--X------------------- X;,0,-28,0,64
------------OX-----OX-----OOO-----XOOX---X-X--X----------------- X;,0,-16,0,64
-----------------XX-X-X---XXOX-----OOO-----OO------O------------ X;,0,-16,0,64
-----------XO-----OOO------OO-----XOOX---X-X--X----------------- X;,0,-16,0,64
-----------------X--X-X---XXOX----XOX-----OOO------O------------ X;,0,-18,0,64
-----------------X--X-----XXXXX---XXO-----XOO-----O------------- X;,0,-18,0,64
-------------X-----XX-----OXO-----OOXXX--XO-X------------------- X;,0,-20,0,64
-----------------X--XO----XXOXX---XOO----X-XO------------------- X;,0,-24,0,64
-----------OX------OX-----OOX-----XXXXX--X--X------------------- X;,0,-26,0,64
-------------------XXX----OOX-----XXOXX--X--XO------------------ X;,0,-28,0,64
-----------------X--X----XXXXXX---XOO-----OOO------------------- X;,0,-28,0,64
-------------------XO------OO----XXXOXX---X-OO------O----------- X;,0,-14,0,64
------------X-------XX----XOX-----XOOOO---XOO------------------- X;,0,-16,0,64
------------X-----O-XX----XOX-----XOOOO--X--O------------------- X;,1,-18,0,64
-----------X------XX-----O-XOX---OOOOO---X-O-------------------- X;,0,-18,0,64
------------O-----X-O-X--XXXOX-----OOO-----XO------------------- X;,0,-18,0,64
-----------X------X-X----OOOOX----XOX-------OOO----------------- X;,0,-14,0,64
----------O-------O-X----XOXOX----OOO-X----XO------------------- X;,0,-16,0,64
-----------X--------X----XXXXX----XOOO------OOO----------------- X;,0,-16,0,64
-------------OX----X-X----XOXO---X-OO------OOO------------------ X;,0,-28,0,64
------------X-------X-----OOXX----XOX-----XOOOO----------------- X;,0,-14,0,64
------------X-----X-X-----XXXX----XOOO------OOO----------------- X;,0,-14,0,64
----------O-------O-XO---XXXOXX----OO------XO------------------- X;,0,-16,0,64
------------X-------X----XXXXX----XOOO------OOO----------------- X;,0,-18,0,64
---------XO-------X-XO----OXOXX----OO------XO------------------- X;,0,-32,0,64
------------X-------XX----XOOO----XOOX----XOO------------------- X;,0,-16,0,64
------------------XXXX----XOOX----OOOX----XO-------------------- X;,0,-16,0,64
-------------------XXX----XOOO----XOOX----XOO------------------- X;,1,-18,0,64
------------X------XOX----XOOX----OOOX----XO-------------------- X;,0,-18,0,64
----------X--------XOX----XOOOO----XOX----XO-------------------- X;,0,-20,0,64
-----------XO------XOX----XXOX-----XOX----XO-------------------- X;,0,-20,0,64
-------------X-----OXX----XOX-----XOOX----XOO------------------- X;,0,-22,0,64
-----------X------OX------OXXXX---OOOX----XO-------------------- X;,0,-18,0,64
----------X-------XX------XOXXX---OOOX----XO-------------------- X;,0,-20,0,64
------------X-------XX----XOX-O--XXXOO------OO------------------ X;,0,-22,0,64
------------X------XX------OX-X---OXOX----X-OO------O----------- X;,0,-22,0,64
-------------------XXX----XXX----XXXOOO-----OO------------------ X;,0,-24,0,64
-------------X------XX----XXX-O--XXXOO------OO------------------ X;,0,-24,0,64
------------------X-X-X---XXOX----XOOO-----OO------O------------ X;,0,-18,0,64
------------------X-X-X--XXXOX-----OOO-----OO------O------------ X;,0,-18,0,64
----------X-------OOO-----XOXXX----XOX----XO-------------------- X;,0,-20,0,64
----------X-O------XOX----XOOX-----XOX----XO-------------------- X;,0,-20,0,64
----X-------XX----O-X----X-OO-----XOOO-----O------O------------- X;,0,-10,0,64
-----------X------O-X-----OXXX---OOOO----XO-O------------------- X;,0,-12,0,64
-----------X------O-X------OOX---OXOX----XOOO------------------- X;,0,-14,0,64
-----------X------O-X-----OOOX---OXOXX---X--O------------------- X;,0,-14,0,64
------------OX----O-X----X-OO-----XOXXX---OX-------------------- X;,0,-18,0,64
-----------XXX----X-X----X-OO-----XOOO-----O-------O------------ X;,0,-20,0,64
-------------------XOX----XOXXX--XOOO-------O-------O----------- X;,0,-10,0,64
----------XO-------X-------OOOX---OOOX----XOX------------------- X;,0,-12,0,64
------------------OOOX----XOXX---X-XXX------O-------O----------- X;,0,-12,0,64
-------------------OX-----OOOX---XXOX-X---OO-------O------------ X;,0,-14,0,64
--------------------X-----OXOX---OOOX-X--XOO-------O------------ X;,0,-16,0,64
-----------X--------X----O-XOX---OOOX----XOOO------------------- X;,0,-16,0,64
-----------X--------X-----OOOX--XXOOX-----OOO------------------- X;,0,-16,0,64
-------------------X-O----XOXOX--X-XOO------OO------O----------- X;,0,-18,0,64
------------------OX------XOXXX--X-XX-----OOO-------O----------- X;,0,-16,0,64
------------------OX-----OOOXXX--X-XXX------O-------O----------- X;,0,-16,0,64
-----------------XXX------XOXXX--X-OO------OO-------O----------- X;,0,-22,0,64
----------X-------XX------XOXXX--X-OO------OO-------O----------- X;,0,-22,0,64
------------OX-----OX----X-OO-----XOXXX---OX-------------------- X;,0,-24,0,64
---X-------X-------X-------XX-X--XXXOX-----OOO------------------ X;,0,-34,0,64
----------X-------OXX-----XOOO----XXOX-----OO------------------- X;,0,-10,0,64
-----------------O-XX-X---OXOX---XOOO------XO------------------- X;,0,-16,0,64
-------------------XX-X---OXOX---OOOO----X-XO------------------- X;,0,-20,0,64
----------X--------X------XXXXX---XXOOO----OO------------------- X;,0,-20,0,64
----------X--------XOX----XOOX----XXOX-----OO------------------- X;,1,-22,0,64
------------------OXX-X--XXOOX----XOO------XO------------------- X;,0,-22,0,64
-------------X---OX-X-----OOOX----XOX------OO------O------------ X;,0,-10,0,64
----------X--------X-XO---XOOO----XXOX-----OO------------------- X;,0,-10,0,64
-------------X---OX-XO---XXXOX----XOO-------O------------------- X;,0,-10,0,64
----------X--------X-XO---XOXO----OOOX----XO-------------------- X;,0,-12,0,64
----------X--------X-XXX--XOOO-----OOOO----O-------------------- X;,0,-12,0,64
-----------------X-X------XXXXX----OO-----XOO-----O-O----------- X;,0,-20,0,64
-------------------OX-----XXXX----XOOO---XOOO------------------- X;,0,-12,0,64
-----------X------OXX-X---OOOX----XXO------XO------------------- X;,0,-14,0,64
------------------XXX-X---XOOX----XOO------OO------O------------ X;,0,-16,0,64
-------------X----X-X-----XOOX----XOOO-----OO------O------------ X;,0,-18,0,64
-------------------OX-X--XXXOX----XOOO-----XO------------------- X;,0,-20,0,64
-------------X------X----XXXXX----XOOO----OOO------------------- X;,0,-22,0,64
-------------X-----OX----XXOXX----XOO-----XOO------------------- X;,0,-20,0,64
-------------X-----OX----XXOXX----XOX-----OOO------------------- X;,0,-20,0,64
-----------X-O-----XO-----OOO-----XXXXX--X-X-------------------- X;,0,-20,0,64
----------X--------XO-----XXOXX---XXOX-----OO------------------- X;,0,-20,0,64
-------------X----XXXO---XXOOX----XOO-------O------------------- X;,0,-20,0,64
-----------X-------XX-----OOOO----XXOX---X-X--X----------------- X;,0,-22,0,64
------------XX-----XX----XXOXX----OOO----O--O------------------- X;,0,-22,0,64
----------X--X-----XX----XXOXX----OOO----O--O------------------- X;,0,-24,0,64
-------------X------XXX--XXXOX-----OO-----OOO------------------- X;,0,-22,0,64
-----------X-------XX------XO-----XXOXX--XOOO------------------- X;,0,-24,0,64
----------X--------XX------OX----OOOXXX--XOX-------------------- X;,0,-28,0,64
-----------O------XOX------OO-----XOXXX--XOX-------------------- X;,0,-28,0,64
-------------------XX------XXO----XOXO----OOOO-----O------------ X;,3206,-2,0,64
-------------------XX----XXXXO----OOOO----O-OO------------------ X;,15,-8,0,64
-------------------XX-----OXX----OOOOX---XO-OO------------------ X;,9,-8,0,64
------------X------XXO----XXX-----XXXO------OO-----O------------ X;,1,-12,0,64
--------------------XO----XXXOX---XXOO-----OOO------------------ X;,3,-12,0,64
--------------------XXX---XXOO----XOO-----OOOO------------------ X;,3,-12,0,64
------------------OX------OOXX---XOOXX----OOO------------------- X;,1,-14,0,64
-------------OX-----XO----XXXO----XXO------OOO------------------ X;,0,-20,0,64
---------X--------XOOO-----XOX----OOXX----OX-------------------- X;,0,-22,0,64
--------------------XOO----XXOX---XXOO-----OOO------------------ X;,95,-4,0,64
-----------X-------XOO----XXXO-----XOO-----OOO------------------ X;,67,-4,0,64
------------------O-X-X----OXX----XOOO----OOOO------------------ X;,12,-6,0,64
-------------------X-O----XXO----XXOOX----OOOO------------------ X;,3,-8,0,64
-------------------X------OXX----OOOOX---XOOOO------------------ X;,4,-8,0,64
------------------OX-----OOOX----XOXXX----OOO------------------- X;,14,-10,0,64
--------------------XXX----XOOO---XXXO-----OOO------------------ X;,1,-12,0,64
-------------OX-----XO-----XXO----XXXO-----OOO------------------ X;,0,-22,0,64
---------X--------XOOO----OXOX----OOX-----OX-------------------- X;,0,-28,0,64
--------------------XX-----XXX----XOXOO---OOOO------------------ X;,45,-6,0,64
------------------XX-O----XOO----XOOOX--X---OO------------------ X;,1,-6,0,64
-----------O-------OXX----OOOX---XOXX-----OX-------------------- X;,1,-8,0,64
------------------XX------XOX----OXOOX----XOOO------------------ X;,4,-10,0,64
-----------O-------OXX---X-OOX---OOOX-----OX-------------------- X;,0,-10,0,64
---X-------X-------XXX-----XOX----OXO-----OOO------------------- X;,1,-16,0,64
--------------------XXX----XOX----XOX-----XOO------OO----------- X;,0,-16,0,64
-------------OX-----XO-----XXO----XXO-----XXO-------O----------- X;,0,-20,0,64
------------X-----XOOO----XXOX----OOO------XO------------------- X;,87,-6,0,64
-----------O-------OXX----OOXX---XOXX-----OX-------------------- X;,0,-12,0,64
------------------OX-----XOXX-----OOOX---XOOO------------------- X;,0,-12,0,64
--------------------XXX----XXOX---XOOO-----OOO------------------ X;,0,-14,0,64
--------------------X------XXXX---XXOX----OOO------O------O----- X;,0,-14,0,64
-----------X-------XX-----OOOX---XOOO-----OOO------------------- X;,0,-16,0,64
------------X------OOX----XOOXX---OOO------XO------------------- X;,0,-18,0,64
-----------XXO-----XOO----XOXX----OXX------X-------------------- X;,0,-18,0,64
------------X-X----OOX----XOOX----OOO------XO------------------- X;,0,-30,0,64
-------------------XX-----OXX----OOOOX----XOOO------------------ X;,5,-8,0,64
------------------XX------XOX----OOOOX----XOOO------------------ X;,4,-12,0,64
-------------------X-O----XOO----XXOOX----XOOO------------------ X;,0,-12,0,64
------------------OX------XOX----XXOXX----XOO------O------------ X;,2,-14,0,64
-------------X----XOOX----XOOX----OOO------XO------------------- X;,1,-14,0,64
------------------OX-----XXXX-----XOOX----XOO------O------------ X;,1,-16,0,64
------------------XXXXX---XOOX----OOOO-----X-------------------- X;,0,-16,0,64
-----------X-------XXX----XXOO-----XOO-----OOO------------------ X;,0,-18,0,64
------------X------XX-----XXO-----XOOO----OOOO------------------ X;,3,-8,0,64
